customer_id,first_paid_order_month,order_month,month_index,payment_status,first_order_in_month,last_order_in_month,orders_in_month,month_revenue,first_utm_source,first_utm_medium,first_utm_campaign
cust_0a32b3b5,2024-06,2024-06,0,paid,2024-06-24 11:36:10,2024-06-24 11:36:10,1,96.34,google,cpc,google_campaign_13
cust_0a35e893,2024-09,2024-09,0,paid,2024-09-18 20:40:54,2024-09-18 20:40:54,1,89.95,tiktok,cpc,tiktok_campaign_13
cust_0a754690,2024-02,2024-02,0,paid,2024-02-27 21:42:10,2024-02-27 21:42:10,1,97.28,organic,organic,direct
cust_0a9cd414,2024-08,2024-08,0,paid,2024-08-21 20:43:49,2024-08-21 20:43:49,1,250.61,organic,organic,direct
cust_0a9de5b4,2024-09,2024-09,0,paid,2024-09-27 14:00:34,2024-09-27 14:00:34,1,73.78,google,cpc,google_campaign_19
cust_0aa0c0d2,2024-11,2024-11,0,paid,2024-11-30 08:08:07,2024-11-30 08:08:07,1,90.62,direct,direct,direct
cust_0ac09856,2024-12,2024-12,0,paid,2024-12-12 11:37:00,2024-12-12 11:37:00,1,45.08,organic,organic,direct
cust_0ae80bdb,2024-03,2024-03,0,paid,2024-03-28 11:20:17,2024-03-28 11:20:17,1,84.75,direct,direct,direct
cust_0b1866ed,2024-11,2024-11,0,paid,2024-11-23 21:04:14,2024-11-23 21:04:14,1,61.75,direct,direct,direct
cust_0b859378,2024-01,2024-01,0,paid,2024-01-28 11:23:05,2024-01-28 11:23:05,1,101.7,direct,direct,direct
cust_0baca716,2024-09,2024-09,0,paid,2024-09-23 22:36:07,2024-09-23 22:36:07,1,113.7,organic,organic,direct
cust_0bb04d4b,2024-12,2024-12,0,paid,2024-12-08 23:20:53,2024-12-08 23:20:53,1,41.56,meta,cpc,meta_campaign_9
cust_0bd461aa,2024-03,2024-03,0,paid,2024-03-06 08:00:58,2024-03-06 08:00:58,1,163.84,meta,cpc,meta_campaign_13
cust_0be60790,2024-04,2024-04,0,paid,2024-04-30 08:41:25,2024-04-30 08:41:25,1,100.23,direct,direct,direct
cust_0bec91cb,2024-10,2024-10,0,paid,2024-10-29 18:49:01,2024-10-29 18:49:01,1,270.72,tiktok,cpc,tiktok_campaign_4
cust_0c12ed29,2024-04,2024-04,0,paid,2024-04-27 12:49:25,2024-04-27 12:49:25,1,150.37,organic,organic,direct
cust_0c4f9f04,2024-07,2024-07,0,paid,2024-07-16 19:09:26,2024-07-16 19:09:26,1,187.79,meta,cpc,meta_campaign_1
cust_0c5692c6,2024-06,2024-06,0,paid,2024-06-23 18:16:04,2024-06-23 18:16:04,1,117.9,meta,cpc,meta_campaign_4
cust_0c95ecdc,2024-02,2024-02,0,paid,2024-02-20 22:31:49,2024-02-20 22:31:49,1,125.52,direct,direct,direct
cust_0cbfe91d,2024-12,2024-12,0,paid,2024-12-16 13:53:05,2024-12-16 13:53:05,1,132.59,google,cpc,google_campaign_8
cust_0cef175d,2024-08,2024-08,0,paid,2024-08-21 18:58:20,2024-08-21 18:58:20,1,139.84,direct,direct,direct
cust_0d121561,2024-11,2024-11,0,paid,2024-11-15 19:40:22,2024-11-15 19:40:22,1,59.24,direct,direct,direct
cust_0d41713a,2024-11,2024-11,0,paid,2024-11-23 20:07:08,2024-11-23 20:07:08,1,96.37,email,email,email_campaign_2
cust_0d57bf77,2024-03,2024-03,0,paid,2024-03-25 21:14:25,2024-03-25 21:14:25,1,61.35,direct,direct,direct
cust_0d634881,2024-02,2024-02,0,paid,2024-02-25 10:38:50,2024-02-25 10:38:50,1,31.37,email,email,email_campaign_9
cust_0d7b4f90,2024-11,2024-11,0,paid,2024-11-30 22:41:08,2024-11-30 22:41:08,1,79.09,google,cpc,google_campaign_3
cust_0d9612ac,2024-04,2024-04,0,paid,2024-04-02 19:38:29,2024-04-02 19:38:29,1,81.09,meta,cpc,meta_campaign_12
cust_0ddec26b,2024-12,2024-12,0,paid,2024-12-04 10:09:36,2024-12-04 10:09:36,1,126.37,meta,cpc,meta_campaign_14
cust_0de52bb9,2024-12,2024-12,0,paid,2024-12-17 22:22:19,2024-12-17 22:22:19,1,77.98,google,cpc,google_campaign_3
cust_0de59263,2024-10,2024-10,0,paid,2024-10-13 11:20:55,2024-10-13 11:20:55,1,106.23,organic,organic,direct
cust_0deb211f,2024-11,2024-11,0,paid,2024-11-28 09:48:57,2024-11-28 09:48:57,1,110.08,direct,direct,direct
cust_0e6e2d56,2024-10,2024-10,0,paid,2024-10-07 10:29:37,2024-10-07 10:29:37,1,144.16,direct,direct,direct
cust_0e74b445,2024-12,2024-12,0,paid,2024-12-15 17:55:50,2024-12-15 17:55:50,1,167.35,tiktok,cpc,tiktok_campaign_13
cust_0eb816ac,2024-02,2024-02,0,paid,2024-02-27 08:50:14,2024-02-27 08:50:14,1,275.64,meta,cpc,meta_campaign_15
cust_0f12b189,2024-12,2024-12,0,paid,2024-12-05 04:38:02,2024-12-05 04:38:02,1,41.62,meta,cpc,meta_campaign_18
cust_0f41b25c,2024-05,2024-05,0,paid,2024-05-29 19:08:54,2024-05-29 19:08:54,1,167.23,google,cpc,google_campaign_1
cust_0f461fe1,2024-03,2024-03,0,paid,2024-03-17 02:47:39,2024-03-17 02:47:39,1,333.02,email,email,email_campaign_3
cust_0f51c251,2024-10,2024-10,0,paid,2024-10-18 20:28:28,2024-10-18 20:28:28,1,115.01,google,cpc,google_campaign_1
cust_0f725803,2024-12,2024-12,0,paid,2024-12-14 16:01:51,2024-12-14 16:01:51,1,188.12,direct,direct,direct
cust_0ff0e594,2024-11,2024-11,0,paid,2024-11-24 17:01:31,2024-11-24 17:01:31,1,132.44,meta,cpc,meta_campaign_8
cust_10340e7b,2024-12,2024-12,0,paid,2024-12-15 15:15:57,2024-12-15 15:15:57,1,102.89,direct,direct,direct
cust_10926f77,2024-09,2024-09,0,paid,2024-09-13 13:17:54,2024-09-13 13:17:54,1,88.87,google,cpc,google_campaign_11
cust_10f61b46,2024-10,2024-10,0,paid,2024-10-26 05:33:30,2024-10-26 05:33:30,1,161.28,meta,cpc,meta_campaign_10
cust_1104d7ac,2024-07,2024-07,0,paid,2024-07-20 09:00:10,2024-07-20 09:00:10,1,343.59,meta,cpc,meta_campaign_16
cust_112a1494,2024-03,2024-03,0,paid,2024-03-18 09:04:28,2024-03-18 09:04:28,1,123.58,direct,direct,direct
cust_11762ee5,2024-05,2024-05,0,paid,2024-05-09 15:56:40,2024-05-09 15:56:40,1,21.16,meta,cpc,meta_campaign_18
cust_1186daf1,2024-06,2024-06,0,paid,2024-06-29 03:54:39,2024-06-29 03:54:39,1,136.31,meta,cpc,meta_campaign_8
cust_118fed4f,2024-11,2024-11,0,paid,2024-11-05 11:04:35,2024-11-05 11:04:35,1,47.62,direct,direct,direct
cust_11ab6637,2024-12,2024-12,0,paid,2024-12-17 12:00:05,2024-12-17 12:00:05,1,50.65,tiktok,cpc,tiktok_campaign_13
cust_11f58b78,2024-09,2024-09,0,paid,2024-09-09 19:46:58,2024-09-09 19:46:58,1,32.23,google,cpc,google_campaign_6
cust_11ff17d2,2024-11,2024-11,0,paid,2024-11-27 22:00:59,2024-11-27 22:00:59,1,133.84,google,cpc,google_campaign_6
cust_12471efc,2024-05,2024-05,0,paid,2024-05-29 10:04:45,2024-05-29 10:04:45,1,87.39,direct,direct,direct
cust_126cfaba,2024-10,2024-10,0,paid,2024-10-12 16:10:24,2024-10-12 16:10:24,1,76.17,tiktok,cpc,tiktok_campaign_14
cust_126e3f5a,2024-08,2024-08,0,paid,2024-08-14 09:04:11,2024-08-14 09:04:11,1,25.03,direct,direct,direct
cust_12a2bb6d,2024-10,2024-10,0,paid,2024-10-30 14:00:28,2024-10-30 14:00:28,1,75.6,google,cpc,google_campaign_4
cust_12e09733,2024-08,2024-08,0,paid,2024-08-10 09:18:01,2024-08-10 09:18:01,1,46.28,meta,cpc,meta_campaign_18
cust_12e8e365,2024-06,2024-06,0,paid,2024-06-18 16:41:16,2024-06-18 16:41:16,1,132.63,meta,cpc,meta_campaign_4
cust_12f8dc96,2024-12,2024-12,0,paid,2024-12-30 14:24:32,2024-12-30 14:24:32,1,419.98,direct,direct,direct
cust_13212d2a,2024-06,2024-06,0,paid,2024-06-28 14:05:42,2024-06-28 14:05:42,1,89.82,direct,direct,direct
cust_134a5d03,2024-01,2024-01,0,paid,2024-01-15 14:28:04,2024-01-15 14:28:04,1,106.18,direct,direct,direct
cust_137760fa,2024-09,2024-09,0,paid,2024-09-11 10:24:27,2024-09-11 10:24:27,1,321.86,direct,direct,direct
cust_13bb501b,2024-12,2024-12,0,paid,2024-12-01 18:23:48,2024-12-01 18:23:48,1,148.22,tiktok,cpc,tiktok_campaign_15
cust_13d6bc05,2024-07,2024-07,0,paid,2024-07-03 10:16:26,2024-07-03 10:16:26,1,187.32,direct,direct,direct
cust_141cce1a,2024-11,2024-11,0,paid,2024-11-18 07:31:31,2024-11-18 07:31:31,1,34.87,google,cpc,google_campaign_8
cust_14276e90,2024-11,2024-11,0,paid,2024-11-09 17:21:53,2024-11-09 17:21:53,1,115.55,tiktok,cpc,tiktok_campaign_11
cust_14950f00,2024-04,2024-04,0,paid,2024-04-29 15:10:51,2024-04-29 15:10:51,1,84.38,google,cpc,google_campaign_8
cust_14aa30d1,2024-03,2024-03,0,paid,2024-03-30 15:08:27,2024-03-30 15:08:27,1,305.73,organic,organic,direct
cust_14ae6ac0,2024-03,2024-03,0,paid,2024-03-20 10:58:04,2024-03-20 10:58:04,1,38.07,google,cpc,google_campaign_14
cust_14b9948a,2024-02,2024-02,0,paid,2024-02-12 12:50:14,2024-02-12 12:50:14,1,130.83,direct,direct,direct
cust_14f9ace7,2024-05,2024-05,0,paid,2024-05-23 18:51:26,2024-05-23 18:51:26,1,145.47,organic,organic,direct
cust_153cee51,2024-03,2024-03,0,paid,2024-03-14 04:55:52,2024-03-14 04:55:52,1,80.69,direct,direct,direct
cust_155341bb,2024-03,2024-03,0,paid,2024-03-01 22:12:17,2024-03-01 22:12:17,1,36.99,direct,direct,direct
cust_156c4773,2024-12,2024-12,0,paid,2024-12-26 12:26:36,2024-12-26 12:26:36,1,112.06,direct,direct,direct
cust_157d2820,2024-12,2024-12,0,paid,2024-12-17 12:46:52,2024-12-17 12:46:52,1,105.72,google,cpc,google_campaign_3
cust_1598bcb0,2024-08,2024-08,0,paid,2024-08-12 13:25:45,2024-08-12 13:25:45,1,87.76,email,email,email_campaign_1
cust_159e4452,2024-10,2024-10,0,paid,2024-10-12 14:44:25,2024-10-12 14:44:25,1,228.43,tiktok,cpc,tiktok_campaign_1
cust_15b1808a,2024-12,2024-12,0,paid,2024-12-20 16:47:25,2024-12-20 16:47:25,1,39.26,direct,direct,direct
cust_15e142e7,2024-08,2024-08,0,paid,2024-08-30 05:00:22,2024-08-30 05:00:22,1,29.64,organic,organic,direct
cust_15ed0108,2024-06,2024-06,0,paid,2024-06-16 17:06:57,2024-06-16 17:06:57,1,42.34,google,cpc,google_campaign_13
cust_15fb12fb,2024-05,2024-05,0,paid,2024-05-27 12:06:45,2024-05-27 12:06:45,1,353.13,direct,direct,direct
cust_16145cd1,2024-07,2024-07,0,paid,2024-07-01 18:21:08,2024-07-01 18:21:08,1,113.87,google,cpc,google_campaign_10
cust_1622e41c,2024-10,2024-10,0,paid,2024-10-02 20:25:02,2024-10-02 20:25:02,1,78.53,organic,organic,direct
cust_16627cea,2024-03,2024-03,0,paid,2024-03-08 15:38:30,2024-03-08 15:38:30,1,51.2,direct,direct,direct
cust_1696c000,2024-05,2024-05,0,paid,2024-05-30 22:30:58,2024-05-30 22:30:58,1,228.74,direct,direct,direct
cust_16a4b8b2,2024-08,2024-08,0,paid,2024-08-15 17:49:11,2024-08-15 17:49:11,1,204.11,direct,direct,direct
cust_16b0d77b,2024-09,2024-09,0,paid,2024-09-24 23:51:28,2024-09-24 23:51:28,1,189.46,organic,organic,direct
cust_16b1b885,2024-07,2024-07,0,paid,2024-07-13 09:47:05,2024-07-13 09:47:05,1,68.67,meta,cpc,meta_campaign_6
cust_16eeb354,2024-07,2024-07,0,paid,2024-07-15 18:42:13,2024-07-15 18:42:13,1,134.1,meta,cpc,meta_campaign_19
cust_16f5d3fa,2024-03,2024-03,0,paid,2024-03-20 20:54:25,2024-03-20 20:54:25,1,32.24,meta,cpc,meta_campaign_6
cust_1709d4ab,2024-06,2024-06,0,paid,2024-06-30 22:03:03,2024-06-30 22:03:03,1,117.19,tiktok,cpc,tiktok_campaign_7
cust_176cb377,2024-09,2024-09,0,paid,2024-09-24 09:51:55,2024-09-24 09:51:55,1,44.35,direct,direct,direct
cust_1778260e,2024-06,2024-06,0,paid,2024-06-23 16:14:55,2024-06-23 16:14:55,1,77.96,google,cpc,google_campaign_5
cust_17f4f075,2024-12,2024-12,0,paid,2024-12-02 12:37:14,2024-12-02 12:37:14,1,152.81,organic,organic,direct
cust_17f744c9,2024-02,2024-02,0,paid,2024-02-04 19:09:31,2024-02-04 19:09:31,1,203.78,direct,direct,direct
cust_1802ee54,2024-07,2024-07,0,paid,2024-07-12 16:37:07,2024-07-12 16:37:07,1,129.65,meta,cpc,meta_campaign_6
cust_180e9670,2024-04,2024-04,0,paid,2024-04-08 10:15:16,2024-04-08 10:15:16,1,112.45,direct,direct,direct
cust_1810254b,2024-11,2024-11,0,paid,2024-11-15 09:36:24,2024-11-15 09:36:24,1,202.28,direct,direct,direct
cust_1819cacc,2024-03,2024-03,0,paid,2024-03-17 08:38:28,2024-03-17 08:38:28,1,35.17,google,cpc,google_campaign_8
cust_182ec3a1,2024-04,2024-04,0,paid,2024-04-28 11:33:40,2024-04-28 11:33:40,1,47.21,organic,organic,direct
cust_183cc26a,2024-03,2024-03,0,paid,2024-03-11 08:21:16,2024-03-11 08:21:16,1,40.15,direct,direct,direct
cust_183fa7a8,2024-02,2024-02,0,paid,2024-02-28 22:16:45,2024-02-28 22:16:45,1,47.05,email,email,email_campaign_5
cust_1888ba4f,2024-09,2024-09,0,paid,2024-09-07 22:28:44,2024-09-07 22:28:44,1,58.92,meta,cpc,meta_campaign_11
cust_188c331d,2024-09,2024-09,0,paid,2024-09-07 11:03:49,2024-09-07 11:03:49,1,188.24,google,cpc,google_campaign_19
cust_18d462ba,2024-10,2024-10,0,paid,2024-10-20 09:00:45,2024-10-20 09:00:45,1,107.69,direct,direct,direct
cust_18d462ba,2024-10,2024-12,2,paid,2024-12-31 10:43:36,2024-12-31 10:43:36,1,194.41,direct,direct,direct
cust_18f0c8df,2024-07,2024-07,0,paid,2024-07-26 19:14:05,2024-07-26 19:14:05,1,60.54,google,cpc,google_campaign_4
cust_19330267,2024-09,2024-09,0,paid,2024-09-07 20:09:52,2024-09-07 20:09:52,1,136.51,email,email,email_campaign_6
cust_19346961,2024-11,2024-11,0,paid,2024-11-29 10:42:39,2024-11-29 10:42:39,1,86.81,direct,direct,direct
cust_194b093d,2024-10,2024-10,0,paid,2024-10-19 10:45:16,2024-10-19 10:45:16,1,197.21,direct,direct,direct
cust_1953124c,2024-10,2024-10,0,paid,2024-10-20 21:05:28,2024-10-20 21:05:28,1,92.95,meta,cpc,meta_campaign_2
cust_1975839e,2024-10,2024-10,0,paid,2024-10-21 17:08:31,2024-10-21 17:08:31,1,208.28,google,cpc,google_campaign_4
cust_19d5ffac,2024-12,2024-12,0,paid,2024-12-03 06:25:38,2024-12-03 06:25:38,1,143.78,direct,direct,direct
cust_19dacde3,2024-09,2024-09,0,paid,2024-09-02 10:37:31,2024-09-02 10:37:31,1,99.89,organic,organic,direct
