customer_id,first_order_date,last_order_date,frequency,monetary,avg_order_value,total_discount_amount,coupon_order_count,distinct_shipping_countries,first_order_channel,last_order_channel,total_items,gross_item_revenue,gross_item_profit,distinct_categories,distinct_products,primary_category,primary_category_revenue,primary_category_profit,primary_category_quantity,primary_category_orders,first_touch_channel,first_touch_campaign_id,country,device_type,is_subscribed,category_cycle_label,recency_days,customer_age_days,purchase_span_days,repeat_purchase_flag,discount_usage_rate,profit_margin,monetary_percentile_in_category,monetary_score,recency_score,recency_status,frequency_score,frequency_stage,r_high,f_high,m_high,rfm_code,rfm_segment
cust_00bf11bc,2024-10-14 07:22:05,2024-10-14 07:22:05,1,106.81,106.81,0.0,0,1,organic,organic,1,106.81,44.71,1,1,home,106.81,44.71,1,1,organic,,de,desktop,False,long_replacement_cycle,78,78,0,0,0.0,0.41859376462878006,0.4823529411764706,3,5,fresh,1,one_time_buyer,1,0,0,513,一般发展用户
cust_00f118d2,2024-08-14 20:05:11,2024-08-14 20:05:11,1,139.1,139.1,0.0,0,1,meta,meta,1,139.1,52.17999999999999,1,1,electronics,139.1,52.17999999999999,1,1,meta,camp_f38b99e3,us,mobile,False,very_long_replacement_cycle,139,139,0,0,0.0,0.37512580877066853,0.6066666666666667,4,5,fresh,1,one_time_buyer,1,0,1,514,重要发展用户
cust_01136aca,2024-07-28 22:48:30,2024-07-28 22:48:30,1,222.61,222.61,0.0,0,1,direct,direct,2,222.60999999999999,93.67999999999998,2,2,electronics,146.29,59.36999999999999,1,1,meta,camp_6ba8e386,fr,mobile,False,very_long_replacement_cycle,156,156,0,0,0.0,0.4208256592246529,0.84,5,5,fresh,1,one_time_buyer,1,0,1,515,重要发展用户
cust_011ec2ce,2024-10-10 13:35:18,2024-10-10 13:35:18,1,139.66,139.66,0.0,0,1,google,google,1,139.66,79.58,1,1,home,139.66,79.58,1,1,google,camp_16330d99,us,desktop,True,long_replacement_cycle,82,82,0,0,0.0,0.5698124015466132,0.6847058823529412,4,5,fresh,1,one_time_buyer,1,0,1,514,重要发展用户
cust_0132cf59,2024-07-19 11:19:08,2024-07-19 11:19:08,1,39.76,39.76,0.0,0,1,meta,meta,1,24.81,10.549999999999999,1,1,home,24.81,10.549999999999999,1,1,meta,camp_cc8bbe98,de,mobile,False,long_replacement_cycle,165,165,0,0,0.0,0.4252317613865377,0.10352941176470588,1,4,healthy,1,one_time_buyer,1,0,0,411,一般发展用户
cust_0138c952,2024-08-07 14:14:25,2024-08-07 14:14:25,1,132.42,132.42,0.0,0,1,direct,direct,2,132.42,46.219999999999985,1,1,sports,132.42,46.219999999999985,2,1,direct,,ca,desktop,False,medium_replacement_cycle,146,146,0,0,0.0,0.34904093037305534,0.7807308970099668,4,4,healthy,1,one_time_buyer,1,0,1,414,重要发展用户
cust_017dcf73,2024-11-09 15:53:47,2024-11-09 15:53:47,1,121.29,121.29,0.0,0,1,google,google,1,106.41,49.56999999999999,1,1,home,106.41,49.56999999999999,1,1,google,camp_26de92ce,uk,desktop,True,long_replacement_cycle,52,52,0,0,0.0,0.4658396767221125,0.5835294117647059,3,5,fresh,1,one_time_buyer,1,0,0,513,一般发展用户
cust_018ecb4a,2024-10-20 16:32:46,2024-10-20 16:32:46,1,208.39,208.39,0.0,0,1,direct,direct,2,208.4,86.56,1,1,electronics,208.4,86.56,2,1,organic,,us,desktop,False,very_long_replacement_cycle,72,72,0,0,0.0,0.41535508637236085,0.8133333333333334,5,5,fresh,1,one_time_buyer,1,0,1,515,重要发展用户
cust_019425e0,2024-11-25 15:16:20,2024-11-25 15:16:20,1,49.94,49.94,0.0,0,1,tiktok,tiktok,1,38.93,19.82,1,1,sports,38.93,19.82,1,1,tiktok,camp_ac72c716,uk,mobile,False,medium_replacement_cycle,36,36,0,0,0.0,0.5091189314153609,0.16611295681063123,1,5,fresh,1,one_time_buyer,1,0,0,511,一般发展用户
cust_01c74bf4,2024-08-18 08:42:29,2024-08-18 08:42:29,1,153.12,153.12,0.0,0,1,direct,direct,2,153.12,82.68,1,1,fashion,153.12,82.68,2,1,organic,,uk,mobile,True,seasonal_cycle,135,135,0,0,0.0,0.5399686520376176,0.8136363636363636,5,3,cooling,1,one_time_buyer,0,0,1,315,重要唤回用户
cust_020a7566,2024-06-26 06:47:31,2024-06-26 06:47:31,1,81.02,81.02,0.0,0,1,direct,direct,3,73.99000000000001,45.13,2,2,fashion,43.92,27.26,2,1,direct,,us,desktop,False,seasonal_cycle,188,188,0,0,0.0,0.6099472901743478,0.3522727272727273,2,3,cooling,1,one_time_buyer,0,0,0,312,低价值流失用户
cust_0212ad3c,2024-10-02 15:04:57,2024-10-02 15:04:57,1,35.55,35.55,0.0,0,1,google,google,1,27.92,13.890000000000002,1,1,sports,27.92,13.890000000000002,1,1,google,camp_70afda99,us,mobile,False,medium_replacement_cycle,90,90,0,0,0.0,0.4974928366762178,0.036544850498338874,1,5,fresh,1,one_time_buyer,1,0,0,511,一般发展用户
cust_02321411,2024-04-14 15:38:52,2024-04-14 15:38:52,1,90.76,90.76,0.0,0,1,tiktok,tiktok,1,78.68,51.56,1,1,fashion,78.68,51.56,1,1,tiktok,camp_cd9331ee,fr,desktop,False,seasonal_cycle,261,261,0,0,0.0,0.6553126588713777,0.5068181818181818,3,2,at_risk,1,one_time_buyer,0,0,0,213,低价值流失用户
cust_02aafd0f,2024-03-08 09:18:08,2024-03-08 09:18:08,1,92.9,92.9,0.0,0,1,direct,direct,1,81.06,32.690000000000005,1,1,electronics,81.06,32.690000000000005,1,1,google,camp_b2e0da45,uk,desktop,True,very_long_replacement_cycle,298,298,0,0,0.0,0.4032815198618308,0.36333333333333334,2,4,healthy,1,one_time_buyer,1,0,0,412,一般发展用户
cust_02b4dbbb,2024-06-04 15:53:15,2024-06-04 15:53:15,1,29.8,29.8,2.61,1,1,meta,meta,1,26.07,11.81,1,1,home,26.07,11.81,1,1,meta,camp_a07b69bd,us,mobile,False,long_replacement_cycle,210,210,0,0,1.0,0.4530111238971999,0.01411764705882353,1,4,healthy,1,one_time_buyer,1,0,0,411,一般发展用户
cust_02ee30d2,2024-08-22 22:36:18,2024-08-22 22:36:18,1,115.89,115.89,0.0,0,1,direct,direct,1,115.89,53.79,1,1,home,115.89,53.79,1,1,email,,uk,desktop,True,long_replacement_cycle,131,131,0,0,0.0,0.4641470359823971,0.5435294117647059,3,4,healthy,1,one_time_buyer,1,0,0,413,一般发展用户
cust_02f3a191,2024-10-26 00:16:24,2024-10-26 00:16:24,1,68.02,68.02,0.0,0,1,direct,direct,2,57.06,21.28,1,1,sports,57.06,21.28,2,1,meta,camp_dbb28c96,uk,desktop,False,medium_replacement_cycle,66,66,0,0,0.0,0.37294076410795657,0.27906976744186046,2,5,fresh,1,one_time_buyer,1,0,0,512,一般发展用户
cust_030b9c03,2024-04-26 19:53:27,2024-04-26 19:53:27,1,40.64,40.64,0.0,0,1,direct,direct,1,30.41,17.92,1,1,home,30.41,17.92,1,1,direct,,de,mobile,True,long_replacement_cycle,249,249,0,0,0.0,0.5892798421571852,0.11058823529411765,1,3,cooling,1,one_time_buyer,0,0,0,311,低价值流失用户
cust_03217c1f,2024-12-09 08:23:24,2024-12-09 08:23:24,1,53.8,53.8,0.0,0,1,direct,direct,1,41.96,12.100000000000001,1,1,electronics,41.96,12.100000000000001,1,1,google,camp_ff84be52,ca,desktop,True,very_long_replacement_cycle,22,22,0,0,0.0,0.28836987607244996,0.12,1,5,fresh,1,one_time_buyer,1,0,0,511,一般发展用户
cust_033f6834,2024-11-27 21:33:58,2024-11-27 21:33:58,1,123.67,123.67,0.0,0,1,direct,direct,2,123.66,45.7,1,1,sports,123.66,45.7,2,1,organic,,us,mobile,False,medium_replacement_cycle,34,34,0,0,0.0,0.36956170143943073,0.7508305647840532,4,5,fresh,1,one_time_buyer,1,0,1,514,重要发展用户
cust_0340f517,2024-11-08 17:57:24,2024-11-08 17:57:24,1,150.47,150.47,0.0,0,1,organic,organic,2,136.82999999999998,75.67999999999999,2,2,fashion,107.07,61.88999999999999,1,1,organic,,uk,desktop,False,seasonal_cycle,53,53,0,0,0.0,0.5530950814879778,0.8045454545454546,5,5,fresh,1,one_time_buyer,1,0,1,515,重要发展用户
cust_034c2eda,2024-06-06 15:02:05,2024-06-06 15:02:05,1,85.5,85.5,0.0,0,1,direct,direct,1,75.45,37.46,1,1,fashion,75.45,37.46,1,1,direct,,de,mobile,False,seasonal_cycle,208,208,0,0,0.0,0.4964877402253148,0.4318181818181818,3,3,cooling,1,one_time_buyer,0,0,0,313,低价值流失用户
cust_03506676,2024-03-22 10:44:24,2024-03-22 10:44:24,1,51.9,51.9,0.0,0,1,meta,meta,1,44.76,34.53,1,1,beauty,44.76,34.53,1,1,meta,camp_054c7089,us,mobile,False,short_consumption_cycle,284,284,0,0,0.0,0.7714477211796247,0.30900243309002434,2,1,dormant,1,one_time_buyer,0,0,0,112,低价值流失用户
cust_03731436,2024-01-15 13:59:52,2024-01-15 13:59:52,1,275.03,275.03,0.0,0,1,meta,meta,3,262.04999999999995,123.44999999999997,1,1,sports,262.04999999999995,123.44999999999997,3,1,meta,camp_e4382d1d,uk,mobile,False,medium_replacement_cycle,351,351,0,0,0.0,0.4710933028048082,0.9700996677740864,5,2,at_risk,1,one_time_buyer,0,0,1,215,重要唤回用户
cust_0396257d,2024-01-09 12:07:19,2024-01-09 12:07:19,1,130.82,130.82,0.0,0,1,google,google,1,122.1,43.66,1,1,electronics,122.1,43.66,1,1,google,camp_4d9246cd,us,mobile,True,very_long_replacement_cycle,357,357,0,0,0.0,0.35757575757575755,0.5566666666666666,3,4,healthy,1,one_time_buyer,1,0,0,413,一般发展用户
cust_03a0b9d2,2024-03-16 23:34:39,2024-03-16 23:34:39,1,88.25,88.25,0.0,0,1,direct,direct,3,88.26,50.79,1,1,home,88.26,50.79,3,1,direct,,fr,mobile,False,long_replacement_cycle,290,290,0,0,0.0,0.5754588715159755,0.38588235294117645,2,3,cooling,1,one_time_buyer,0,0,0,312,低价值流失用户
cust_03ad1b2c,2024-11-02 20:13:21,2024-11-02 20:13:21,1,52.83,52.83,0.0,0,1,meta,meta,1,38.47,26.339999999999996,1,1,beauty,38.47,26.339999999999996,1,1,meta,camp_4d7f587a,uk,desktop,False,short_consumption_cycle,59,59,0,0,0.0,0.6846893683389653,0.32116788321167883,2,4,healthy,1,one_time_buyer,1,0,0,412,一般发展用户
cust_03bc294b,2024-01-20 12:24:23,2024-01-20 12:24:23,1,43.11,43.11,0.0,0,1,tiktok,tiktok,1,30.69,18.200000000000003,1,1,home,30.69,18.200000000000003,1,1,tiktok,camp_b6896114,uk,mobile,True,long_replacement_cycle,346,346,0,0,0.0,0.5930270446399479,0.13647058823529412,1,3,cooling,1,one_time_buyer,0,0,0,311,低价值流失用户
cust_03cd171d,2024-01-29 08:41:00,2024-01-29 08:41:00,1,222.57,222.57,0.0,0,1,google,google,3,222.57,96.53999999999999,1,1,home,222.57,96.53999999999999,3,1,google,camp_db7bf1e7,uk,desktop,False,long_replacement_cycle,337,337,0,0,0.0,0.43375117940423236,0.8564705882352941,5,3,cooling,1,one_time_buyer,0,0,1,315,重要唤回用户
cust_03f5e56b,2024-02-25 20:15:01,2024-02-25 20:15:01,1,129.12,129.12,0.0,0,1,direct,direct,2,129.12,42.92,1,1,sports,129.12,42.92,2,1,meta,camp_8aabbbdd,ca,desktop,True,medium_replacement_cycle,310,310,0,0,0.0,0.33240396530359356,0.770764119601329,4,2,at_risk,1,one_time_buyer,0,0,1,214,重要唤回用户
cust_0400922f,2024-04-23 20:44:33,2024-04-23 20:44:33,1,34.13,34.13,8.87,1,1,direct,direct,1,29.56,12.07,1,1,sports,29.56,12.07,1,1,google,camp_dcf9850e,uk,mobile,False,medium_replacement_cycle,252,252,0,0,1.0,0.4083220568335589,0.029900332225913623,1,3,cooling,1,one_time_buyer,0,0,0,311,低价值流失用户
cust_04445252,2024-10-06 16:25:57,2024-10-06 16:25:57,1,148.88,148.88,0.0,0,1,google,google,2,148.88,88.82,1,1,beauty,148.88,88.82,2,1,google,camp_419274c0,de,desktop,False,short_consumption_cycle,86,86,0,0,0.0,0.5965878559914024,0.927007299270073,5,4,healthy,1,one_time_buyer,1,0,1,415,重要发展用户
cust_044f0a3e,2024-02-06 22:20:15,2024-02-06 22:20:15,1,86.71,86.71,0.0,0,1,direct,direct,3,86.69999999999999,65.67,1,1,beauty,86.69999999999999,65.67,3,1,direct,,us,desktop,True,short_consumption_cycle,329,329,0,0,0.0,0.7574394463667822,0.7226277372262774,4,1,dormant,1,one_time_buyer,0,0,1,114,重要唤回用户
cust_0454a640,2024-10-16 17:20:50,2024-10-16 17:20:50,1,37.01,37.01,5.37,1,1,google,google,1,35.81,14.930000000000003,1,1,home,35.81,14.930000000000003,1,1,google,camp_ee2ad3b3,us,desktop,True,long_replacement_cycle,76,76,0,0,1.0,0.41692264730522205,0.07058823529411765,1,5,fresh,1,one_time_buyer,1,0,0,511,一般发展用户
cust_045c63b4,2024-03-03 11:39:07,2024-03-03 11:39:07,1,139.79,139.79,0.0,0,1,direct,direct,3,139.8,109.64999999999999,1,1,beauty,139.8,109.64999999999999,3,1,organic,,uk,mobile,True,short_consumption_cycle,303,303,0,0,0.0,0.7843347639484978,0.8929440389294404,5,1,dormant,1,one_time_buyer,0,0,1,115,重要唤回用户
cust_0483898e,2024-04-18 15:20:03,2024-04-18 15:20:03,1,30.77,30.77,0.0,0,1,meta,meta,1,19.0,11.5,1,1,beauty,19.0,11.5,1,1,meta,camp_51861f80,de,mobile,False,short_consumption_cycle,257,257,0,0,0.0,0.6052631578947368,0.0827250608272506,1,1,dormant,1,one_time_buyer,0,0,0,111,低价值流失用户
cust_0491caa1,2024-08-26 07:11:12,2024-08-26 07:11:12,1,52.75,52.75,0.0,0,1,direct,direct,1,39.73,12.579999999999998,1,1,electronics,39.73,12.579999999999998,1,1,email,,fr,mobile,False,very_long_replacement_cycle,127,127,0,0,0.0,0.3166373017870627,0.11333333333333333,1,5,fresh,1,one_time_buyer,1,0,0,511,一般发展用户
cust_0503004c,2024-09-25 15:51:11,2024-09-25 15:51:11,1,86.29,86.29,0.0,0,1,organic,organic,1,78.59,26.28,1,1,sports,78.59,26.28,1,1,organic,,us,mobile,True,medium_replacement_cycle,97,97,0,0,0.0,0.33439368876447384,0.5448504983388704,3,4,healthy,1,one_time_buyer,1,0,0,413,一般发展用户
cust_050be217,2024-10-06 07:31:51,2024-10-06 07:31:51,1,47.37,47.37,5.0,1,1,direct,direct,1,43.1,29.910000000000004,1,1,beauty,43.1,29.910000000000004,1,1,google,camp_4d251d26,us,desktop,False,short_consumption_cycle,86,86,0,0,1.0,0.6939675174013922,0.25547445255474455,2,4,healthy,1,one_time_buyer,1,0,0,412,一般发展用户
cust_0561d34e,2024-06-24 19:43:53,2024-06-24 19:43:53,1,178.46,178.46,0.0,0,1,direct,direct,1,178.46,56.31,1,1,electronics,178.46,56.31,1,1,organic,,us,mobile,False,very_long_replacement_cycle,190,190,0,0,0.0,0.31553289252493555,0.77,4,4,healthy,1,one_time_buyer,1,0,1,414,重要发展用户
cust_0569a5ad,2024-04-13 08:30:20,2024-04-13 08:30:20,1,135.81,135.81,0.0,0,1,direct,direct,1,135.81,75.73,1,1,home,135.81,75.73,1,1,email,,us,mobile,True,long_replacement_cycle,262,262,0,0,0.0,0.5576172594065238,0.6611764705882353,4,3,cooling,1,one_time_buyer,0,0,1,314,重要唤回用户
cust_058b770b,2024-11-30 15:35:48,2024-11-30 15:35:48,1,56.39,56.39,0.0,0,1,organic,organic,1,46.3,26.199999999999996,1,1,beauty,46.3,26.199999999999996,1,1,organic,,uk,mobile,True,short_consumption_cycle,31,31,0,0,0.0,0.5658747300215982,0.3844282238442822,2,5,fresh,1,one_time_buyer,1,0,0,512,一般发展用户
cust_05ad4eab,2024-11-03 12:56:45,2024-11-03 12:56:45,1,79.27,79.27,0.0,0,1,meta,meta,2,71.84,54.10000000000001,1,1,beauty,71.84,54.10000000000001,2,1,meta,camp_587406ec,us,tablet,False,short_consumption_cycle,58,58,0,0,0.0,0.7530623608017818,0.6496350364963503,4,4,healthy,1,one_time_buyer,1,0,1,414,重要发展用户
cust_0610871b,2024-11-23 19:05:25,2024-11-23 19:05:25,1,232.76,232.76,0.0,0,1,google,google,3,232.77,96.27000000000001,2,2,electronics,189.24,67.2,2,1,google,camp_98afa593,uk,desktop,False,very_long_replacement_cycle,38,38,0,0,0.0,0.4135842247712334,0.8533333333333334,5,5,fresh,1,one_time_buyer,1,0,1,515,重要发展用户
cust_0647d8bf,2024-04-10 18:29:56,2024-04-10 18:29:56,1,59.98,59.98,0.0,0,1,tiktok,tiktok,3,49.08,37.019999999999996,1,1,beauty,49.08,37.019999999999996,3,1,tiktok,camp_582a737e,de,desktop,False,short_consumption_cycle,265,265,0,0,0.0,0.7542787286063569,0.43552311435523117,3,1,dormant,1,one_time_buyer,0,0,0,113,低价值流失用户
cust_0666a7ff,2024-09-17 08:04:51,2024-09-17 08:04:51,1,147.78,147.78,0.0,0,1,direct,direct,2,147.78,93.53999999999999,1,1,fashion,147.78,93.53999999999999,2,1,direct,,fr,desktop,False,seasonal_cycle,105,105,0,0,0.0,0.6329679252943564,0.7931818181818182,4,4,healthy,1,one_time_buyer,1,0,1,414,重要发展用户
cust_0668b7a7,2024-04-02 21:27:42,2024-04-02 21:27:42,1,122.71,122.71,0.0,0,1,direct,direct,1,113.01,63.09,1,1,fashion,113.01,63.09,1,1,organic,,uk,mobile,False,seasonal_cycle,273,273,0,0,0.0,0.558269179718609,0.7181818181818181,4,2,at_risk,1,one_time_buyer,0,0,1,214,重要唤回用户
cust_066b0cf3,2024-12-14 20:04:21,2024-12-14 20:04:21,1,33.94,33.94,0.0,0,1,tiktok,tiktok,1,23.92,16.03,1,1,beauty,23.92,16.03,1,1,tiktok,camp_d2c47c51,fr,mobile,False,short_consumption_cycle,17,17,0,0,0.0,0.6701505016722408,0.12408759124087591,1,5,fresh,1,one_time_buyer,1,0,0,511,一般发展用户
cust_066bc1ff,2024-05-25 15:41:21,2024-05-25 15:41:21,1,48.07,48.07,0.0,0,1,meta,meta,1,41.89,20.650000000000002,1,1,fashion,41.89,20.650000000000002,1,1,meta,camp_000c63f1,us,tablet,True,seasonal_cycle,220,220,0,0,0.0,0.4929577464788733,0.1340909090909091,1,2,at_risk,1,one_time_buyer,0,0,0,211,低价值流失用户
cust_0692d7cd,2024-11-04 22:52:08,2024-11-04 22:52:08,1,215.2,215.2,23.91,1,1,meta,meta,2,239.12,98.34,1,1,home,239.12,98.34,2,1,meta,camp_ec8ed092,us,desktop,True,long_replacement_cycle,57,57,0,0,1.0,0.41125794580127134,0.8470588235294118,5,5,fresh,1,one_time_buyer,1,0,1,515,重要发展用户
cust_07142331,2024-11-21 09:10:19,2024-11-21 09:10:19,1,102.32,102.32,0.0,0,1,organic,organic,2,102.32,66.22,1,1,beauty,102.32,66.22,2,1,organic,,fr,desktop,False,short_consumption_cycle,40,40,0,0,0.0,0.6471853010164191,0.8004866180048662,5,5,fresh,1,one_time_buyer,1,0,1,515,重要发展用户
cust_0723977a,2024-02-21 22:48:29,2024-02-21 22:48:29,1,97.76,97.76,0.0,0,1,direct,direct,1,97.76,58.43000000000001,1,1,fashion,97.76,58.43000000000001,1,1,tiktok,camp_496e04da,ca,mobile,False,seasonal_cycle,314,314,0,0,0.0,0.5976882160392799,0.5727272727272728,3,1,dormant,1,one_time_buyer,0,0,0,113,低价值流失用户
cust_0733ef3e,2024-06-02 21:24:56,2024-06-02 21:24:56,1,180.97,180.97,0.0,0,1,direct,direct,2,165.24,72.84,1,1,sports,165.24,72.84,2,1,organic,,fr,mobile,False,medium_replacement_cycle,212,212,0,0,0.0,0.4408133623819898,0.8704318936877077,5,3,cooling,1,one_time_buyer,0,0,1,315,重要唤回用户
cust_07353a1e,2024-05-07 20:20:56,2024-05-07 20:20:56,1,134.18,134.18,14.91,1,1,direct,direct,1,149.09,37.52000000000001,1,1,electronics,149.09,37.52000000000001,1,1,direct,,us,desktop,False,very_long_replacement_cycle,238,238,0,0,1.0,0.25166007109799454,0.5833333333333334,3,4,healthy,1,one_time_buyer,1,0,0,413,一般发展用户
cust_075f1792,2024-08-01 20:49:50,2024-08-01 20:49:50,1,282.98,282.98,0.0,0,1,direct,direct,2,282.98,90.10000000000002,1,1,electronics,282.98,90.10000000000002,2,1,direct,,ca,mobile,False,very_long_replacement_cycle,152,152,0,0,0.0,0.3183970598628879,0.8866666666666667,5,5,fresh,1,one_time_buyer,1,0,1,515,重要发展用户
cust_078fdb61,2024-11-18 20:11:02,2024-11-18 20:11:02,1,25.34,25.34,0.0,0,1,meta,meta,1,11.21,7.380000000000001,1,1,beauty,11.21,7.380000000000001,1,1,meta,camp_19cf1b56,de,mobile,False,short_consumption_cycle,43,43,0,0,0.0,0.6583407671721677,0.0340632603406326,1,5,fresh,1,one_time_buyer,1,0,0,511,一般发展用户
cust_07cf188d,2024-05-05 22:41:14,2024-05-05 22:41:14,1,126.89,126.89,0.0,0,1,direct,direct,1,126.89,58.05,1,1,home,126.89,58.05,1,1,tiktok,camp_a0ece8bb,fr,mobile,True,long_replacement_cycle,240,240,0,0,0.0,0.45748285916935927,0.6164705882352941,4,4,healthy,1,one_time_buyer,1,0,1,414,重要发展用户
cust_07e6e4d1,2024-05-17 11:12:54,2024-05-17 11:12:54,1,53.07,53.07,0.0,0,1,google,google,1,40.91,14.279999999999998,1,1,home,40.91,14.279999999999998,1,1,google,camp_a4849a2c,de,mobile,False,long_replacement_cycle,228,228,0,0,0.0,0.3490589098020044,0.18823529411764706,1,4,healthy,1,one_time_buyer,1,0,0,411,一般发展用户
cust_08079db0,2024-11-29 18:15:15,2024-11-29 18:15:15,1,87.46,87.46,0.0,0,1,google,google,1,75.15,48.46000000000001,1,1,fashion,75.15,48.46000000000001,1,1,google,camp_8de673d9,ca,tablet,False,seasonal_cycle,32,32,0,0,0.0,0.6448436460412509,0.4693181818181818,3,5,fresh,1,one_time_buyer,1,0,0,513,一般发展用户
cust_08096668,2024-06-06 21:05:16,2024-06-06 21:05:16,1,81.97,81.97,15.0,1,1,direct,direct,1,96.97,53.0,1,1,fashion,96.97,53.0,1,1,direct,,us,mobile,False,seasonal_cycle,208,208,0,0,1.0,0.546560791997525,0.3704545454545455,2,3,cooling,1,one_time_buyer,0,0,0,312,低价值流失用户
cust_0823eff7,2024-01-05 20:30:30,2024-01-05 20:30:30,1,104.35,104.35,0.0,0,1,google,google,1,94.6,28.709999999999994,1,1,sports,94.6,28.709999999999994,1,1,google,camp_0a472f91,uk,mobile,False,medium_replacement_cycle,361,361,0,0,0.0,0.3034883720930232,0.6611295681063123,4,2,at_risk,1,one_time_buyer,0,0,1,214,重要唤回用户
cust_08346900,2024-07-26 19:49:01,2024-07-26 19:49:01,1,180.14,180.14,0.0,0,1,meta,meta,1,180.14,74.07999999999998,1,1,electronics,180.14,74.07999999999998,1,1,meta,camp_635cedb7,us,desktop,False,very_long_replacement_cycle,158,158,0,0,0.0,0.41123570556234035,0.7733333333333333,4,5,fresh,1,one_time_buyer,1,0,1,514,重要发展用户
