order_id,customer_id,order_date,payment_status,model,channel,touch_index,touch_count,path_length,weight,order_revenue,attributed_revenue
ord_e2e721d6,cust_df00ae3d,2024-01-03 08:44:59,paid,linear,google,1,1,1,1.0,115.91,115.91
ord_e2e721d6,cust_df00ae3d,2024-01-03 08:44:59,paid,time_decay,google,1,1,1,1.0,115.91,115.91
ord_54cb8816,cust_9f0798ea,2024-01-03 08:20:58,paid,last_touch,organic,1,1,1,1.0,80.62,80.62
ord_54cb8816,cust_9f0798ea,2024-01-03 08:20:58,paid,first_touch,organic,1,1,1,1.0,80.62,80.62
ord_54cb8816,cust_9f0798ea,2024-01-03 08:20:58,paid,linear,organic,1,1,1,1.0,80.62,80.62
ord_54cb8816,cust_9f0798ea,2024-01-03 08:20:58,paid,time_decay,organic,1,1,1,1.0,80.62,80.62
ord_88daaf95,cust_ed9659e1,2024-01-04 23:30:48,paid,last_touch,meta,1,1,1,1.0,31.2,31.2
ord_88daaf95,cust_ed9659e1,2024-01-04 23:30:48,paid,first_touch,meta,1,1,1,1.0,31.2,31.2
ord_88daaf95,cust_ed9659e1,2024-01-04 23:30:48,paid,linear,meta,1,1,1,1.0,31.2,31.2
ord_88daaf95,cust_ed9659e1,2024-01-04 23:30:48,paid,time_decay,meta,1,1,1,1.0,31.2,31.2
ord_ee916424,cust_2a9cfff9,2024-01-04 19:32:58,refunded,last_touch,direct,1,1,1,1.0,67.08,67.08
ord_ee916424,cust_2a9cfff9,2024-01-04 19:32:58,refunded,first_touch,direct,1,1,1,1.0,67.08,67.08
ord_ee916424,cust_2a9cfff9,2024-01-04 19:32:58,refunded,linear,direct,1,1,1,1.0,67.08,67.08
ord_ee916424,cust_2a9cfff9,2024-01-04 19:32:58,refunded,time_decay,direct,1,1,1,1.0,67.08,67.08
ord_06ec4621,cust_39f8bcd8,2024-01-05 08:46:45,paid,last_touch,direct,1,1,1,1.0,58.49,58.49
ord_06ec4621,cust_39f8bcd8,2024-01-05 08:46:45,paid,first_touch,meta,1,1,1,1.0,58.49,58.49
ord_06ec4621,cust_39f8bcd8,2024-01-05 08:46:45,paid,linear,meta,1,1,1,1.0,58.49,58.49
ord_06ec4621,cust_39f8bcd8,2024-01-05 08:46:45,paid,time_decay,meta,1,1,1,1.0,58.49,58.49
ord_a855e86e,cust_74175d8f,2024-01-05 00:56:57,paid,last_touch,meta,1,1,1,1.0,71.92,71.92
ord_a855e86e,cust_74175d8f,2024-01-05 00:56:57,paid,first_touch,meta,1,1,1,1.0,71.92,71.92
ord_a855e86e,cust_74175d8f,2024-01-05 00:56:57,paid,linear,meta,1,1,1,1.0,71.92,71.92
ord_a855e86e,cust_74175d8f,2024-01-05 00:56:57,paid,time_decay,meta,1,1,1,1.0,71.92,71.92
ord_ed4ed5e6,cust_be246550,2024-01-05 18:05:12,paid,last_touch,tiktok,1,1,1,1.0,123.49,123.49
ord_ed4ed5e6,cust_be246550,2024-01-05 18:05:12,paid,first_touch,tiktok,1,1,1,1.0,123.49,123.49
ord_ed4ed5e6,cust_be246550,2024-01-05 18:05:12,paid,linear,tiktok,1,1,1,1.0,123.49,123.49
ord_ed4ed5e6,cust_be246550,2024-01-05 18:05:12,paid,time_decay,tiktok,1,1,1,1.0,123.49,123.49
ord_a510ed44,cust_0823eff7,2024-01-05 20:30:30,paid,last_touch,google,1,1,1,1.0,104.35,104.35
ord_a510ed44,cust_0823eff7,2024-01-05 20:30:30,paid,first_touch,google,1,1,1,1.0,104.35,104.35
ord_a510ed44,cust_0823eff7,2024-01-05 20:30:30,paid,linear,google,1,1,1,1.0,104.35,104.35
ord_a510ed44,cust_0823eff7,2024-01-05 20:30:30,paid,time_decay,google,1,1,1,1.0,104.35,104.35
ord_0ddd5024,cust_a1776789,2024-01-05 08:58:36,paid,last_touch,direct,1,1,1,1.0,156.61,156.61
ord_0ddd5024,cust_a1776789,2024-01-05 08:58:36,paid,first_touch,tiktok,1,1,1,1.0,156.61,156.61
ord_0ddd5024,cust_a1776789,2024-01-05 08:58:36,paid,linear,tiktok,1,1,1,1.0,156.61,156.61
ord_0ddd5024,cust_a1776789,2024-01-05 08:58:36,paid,time_decay,tiktok,1,1,1,1.0,156.61,156.61
ord_61a42169,cust_5fabef9f,2024-01-05 21:44:58,paid,last_touch,direct,1,1,1,1.0,150.17,150.17
ord_61a42169,cust_5fabef9f,2024-01-05 21:44:58,paid,first_touch,tiktok,1,1,1,1.0,150.17,150.17
ord_61a42169,cust_5fabef9f,2024-01-05 21:44:58,paid,linear,tiktok,1,1,1,1.0,150.17,150.17
ord_61a42169,cust_5fabef9f,2024-01-05 21:44:58,paid,time_decay,tiktok,1,1,1,1.0,150.17,150.17
ord_a75aff1c,cust_92159f87,2024-01-06 12:40:36,paid,last_touch,google,1,1,1,1.0,216.44,216.44
ord_a75aff1c,cust_92159f87,2024-01-06 12:40:36,paid,first_touch,google,1,1,1,1.0,216.44,216.44
ord_a75aff1c,cust_92159f87,2024-01-06 12:40:36,paid,linear,google,1,1,1,1.0,216.44,216.44
ord_a75aff1c,cust_92159f87,2024-01-06 12:40:36,paid,time_decay,google,1,1,1,1.0,216.44,216.44
ord_e34afa7b,cust_c7c31fb5,2024-01-06 19:26:58,paid,last_touch,direct,1,1,1,1.0,73.54,73.54
ord_e34afa7b,cust_c7c31fb5,2024-01-06 19:26:58,paid,first_touch,direct,1,1,1,1.0,73.54,73.54
ord_e34afa7b,cust_c7c31fb5,2024-01-06 19:26:58,paid,linear,direct,1,1,1,1.0,73.54,73.54
ord_e34afa7b,cust_c7c31fb5,2024-01-06 19:26:58,paid,time_decay,direct,1,1,1,1.0,73.54,73.54
ord_69a1b2a0,cust_84934bfc,2024-01-06 20:38:09,paid,last_touch,meta,1,1,1,1.0,19.75,19.75
ord_69a1b2a0,cust_84934bfc,2024-01-06 20:38:09,paid,first_touch,meta,1,1,1,1.0,19.75,19.75
ord_69a1b2a0,cust_84934bfc,2024-01-06 20:38:09,paid,linear,meta,1,1,1,1.0,19.75,19.75
ord_69a1b2a0,cust_84934bfc,2024-01-06 20:38:09,paid,time_decay,meta,1,1,1,1.0,19.75,19.75
ord_3fd8f252,cust_46e216e6,2024-01-07 11:43:41,paid,last_touch,meta,1,1,1,1.0,187.47,187.47
ord_3fd8f252,cust_46e216e6,2024-01-07 11:43:41,paid,first_touch,meta,1,1,1,1.0,187.47,187.47
ord_3fd8f252,cust_46e216e6,2024-01-07 11:43:41,paid,linear,meta,1,1,1,1.0,187.47,187.47
ord_3fd8f252,cust_46e216e6,2024-01-07 11:43:41,paid,time_decay,meta,1,1,1,1.0,187.47,187.47
ord_d8966efd,cust_be46d94b,2024-01-07 14:39:34,paid,last_touch,direct,1,1,1,1.0,74.76,74.76
ord_d8966efd,cust_be46d94b,2024-01-07 14:39:34,paid,first_touch,meta,1,1,1,1.0,74.76,74.76
ord_d8966efd,cust_be46d94b,2024-01-07 14:39:34,paid,linear,meta,1,1,1,1.0,74.76,74.76
ord_d8966efd,cust_be46d94b,2024-01-07 14:39:34,paid,time_decay,meta,1,1,1,1.0,74.76,74.76
ord_68bf136a,cust_9ff84ffb,2024-01-07 10:42:39,paid,last_touch,email,1,1,1,1.0,73.54,73.54
ord_68bf136a,cust_9ff84ffb,2024-01-07 10:42:39,paid,first_touch,email,1,1,1,1.0,73.54,73.54
ord_68bf136a,cust_9ff84ffb,2024-01-07 10:42:39,paid,linear,email,1,1,1,1.0,73.54,73.54
ord_68bf136a,cust_9ff84ffb,2024-01-07 10:42:39,paid,time_decay,email,1,1,1,1.0,73.54,73.54
ord_102e29cc,cust_3a459051,2024-01-07 14:18:11,paid,last_touch,meta,1,1,1,1.0,52.29,52.29
ord_102e29cc,cust_3a459051,2024-01-07 14:18:11,paid,first_touch,meta,1,1,1,1.0,52.29,52.29
ord_102e29cc,cust_3a459051,2024-01-07 14:18:11,paid,linear,meta,1,1,1,1.0,52.29,52.29
ord_102e29cc,cust_3a459051,2024-01-07 14:18:11,paid,time_decay,meta,1,1,1,1.0,52.29,52.29
ord_2d7a070f,cust_94bdc9c6,2024-01-07 10:09:35,paid,last_touch,tiktok,1,1,1,1.0,51.15,51.15
ord_2d7a070f,cust_94bdc9c6,2024-01-07 10:09:35,paid,first_touch,tiktok,1,1,1,1.0,51.15,51.15
ord_2d7a070f,cust_94bdc9c6,2024-01-07 10:09:35,paid,linear,tiktok,1,1,1,1.0,51.15,51.15
ord_2d7a070f,cust_94bdc9c6,2024-01-07 10:09:35,paid,time_decay,tiktok,1,1,1,1.0,51.15,51.15
ord_c566de61,cust_60cfbc95,2024-01-07 13:56:45,paid,last_touch,meta,1,1,1,1.0,52.2,52.2
ord_c566de61,cust_60cfbc95,2024-01-07 13:56:45,paid,first_touch,meta,1,1,1,1.0,52.2,52.2
ord_c566de61,cust_60cfbc95,2024-01-07 13:56:45,paid,linear,meta,1,1,1,1.0,52.2,52.2
ord_c566de61,cust_60cfbc95,2024-01-07 13:56:45,paid,time_decay,meta,1,1,1,1.0,52.2,52.2
ord_88189676,cust_aa320868,2024-01-08 06:51:10,paid,last_touch,tiktok,1,1,1,1.0,252.05,252.05
ord_88189676,cust_aa320868,2024-01-08 06:51:10,paid,first_touch,tiktok,1,1,1,1.0,252.05,252.05
ord_88189676,cust_aa320868,2024-01-08 06:51:10,paid,linear,tiktok,1,1,1,1.0,252.05,252.05
ord_88189676,cust_aa320868,2024-01-08 06:51:10,paid,time_decay,tiktok,1,1,1,1.0,252.05,252.05
ord_c9330413,cust_f48c1272,2024-01-08 14:38:37,paid,last_touch,meta,1,1,1,1.0,91.26,91.26
ord_c9330413,cust_f48c1272,2024-01-08 14:38:37,paid,first_touch,meta,1,1,1,1.0,91.26,91.26
ord_c9330413,cust_f48c1272,2024-01-08 14:38:37,paid,linear,meta,1,1,1,1.0,91.26,91.26
ord_c9330413,cust_f48c1272,2024-01-08 14:38:37,paid,time_decay,meta,1,1,1,1.0,91.26,91.26
ord_35cc5cc1,cust_2225cc4b,2024-01-08 09:10:10,paid,last_touch,meta,1,1,1,1.0,74.7,74.7
ord_35cc5cc1,cust_2225cc4b,2024-01-08 09:10:10,paid,first_touch,meta,1,1,1,1.0,74.7,74.7
ord_35cc5cc1,cust_2225cc4b,2024-01-08 09:10:10,paid,linear,meta,1,1,1,1.0,74.7,74.7
ord_35cc5cc1,cust_2225cc4b,2024-01-08 09:10:10,paid,time_decay,meta,1,1,1,1.0,74.7,74.7
ord_9118df4c,cust_da8ba973,2024-01-08 01:10:38,paid,last_touch,organic,1,1,1,1.0,79.1,79.1
ord_9118df4c,cust_da8ba973,2024-01-08 01:10:38,paid,first_touch,organic,1,1,1,1.0,79.1,79.1
ord_9118df4c,cust_da8ba973,2024-01-08 01:10:38,paid,linear,organic,1,1,1,1.0,79.1,79.1
ord_9118df4c,cust_da8ba973,2024-01-08 01:10:38,paid,time_decay,organic,1,1,1,1.0,79.1,79.1
ord_14aa8b26,cust_de77069e,2024-01-08 23:08:06,paid,last_touch,google,1,1,1,1.0,106.52,106.52
ord_14aa8b26,cust_de77069e,2024-01-08 23:08:06,paid,first_touch,google,1,1,1,1.0,106.52,106.52
ord_14aa8b26,cust_de77069e,2024-01-08 23:08:06,paid,linear,google,1,1,1,1.0,106.52,106.52
ord_14aa8b26,cust_de77069e,2024-01-08 23:08:06,paid,time_decay,google,1,1,1,1.0,106.52,106.52
ord_90faf035,cust_71b8f426,2024-01-08 10:16:42,paid,last_touch,organic,1,1,1,1.0,63.36,63.36
ord_90faf035,cust_71b8f426,2024-01-08 10:16:42,paid,first_touch,organic,1,1,1,1.0,63.36,63.36
ord_90faf035,cust_71b8f426,2024-01-08 10:16:42,paid,linear,organic,1,1,1,1.0,63.36,63.36
ord_90faf035,cust_71b8f426,2024-01-08 10:16:42,paid,time_decay,organic,1,1,1,1.0,63.36,63.36
ord_5b3e7b84,cust_373c6bf8,2024-01-09 20:16:56,paid,last_touch,tiktok,1,1,1,1.0,88.86,88.86
ord_5b3e7b84,cust_373c6bf8,2024-01-09 20:16:56,paid,first_touch,tiktok,1,1,1,1.0,88.86,88.86
ord_5b3e7b84,cust_373c6bf8,2024-01-09 20:16:56,paid,linear,tiktok,1,1,1,1.0,88.86,88.86
ord_5b3e7b84,cust_373c6bf8,2024-01-09 20:16:56,paid,time_decay,tiktok,1,1,1,1.0,88.86,88.86
ord_392f6d98,cust_c5e5d6bc,2024-01-09 10:28:34,paid,last_touch,direct,1,1,1,1.0,94.06,94.06
ord_392f6d98,cust_c5e5d6bc,2024-01-09 10:28:34,paid,first_touch,meta,1,1,1,1.0,94.06,94.06
ord_392f6d98,cust_c5e5d6bc,2024-01-09 10:28:34,paid,linear,meta,1,1,1,1.0,94.06,94.06
ord_392f6d98,cust_c5e5d6bc,2024-01-09 10:28:34,paid,time_decay,meta,1,1,1,1.0,94.06,94.06
ord_1940c280,cust_a85127f9,2024-01-09 11:58:23,paid,last_touch,direct,1,1,1,1.0,28.86,28.86
ord_1940c280,cust_a85127f9,2024-01-09 11:58:23,paid,first_touch,google,1,1,1,1.0,28.86,28.86
ord_1940c280,cust_a85127f9,2024-01-09 11:58:23,paid,linear,google,1,1,1,1.0,28.86,28.86
ord_1940c280,cust_a85127f9,2024-01-09 11:58:23,paid,time_decay,google,1,1,1,1.0,28.86,28.86
ord_b7215cb1,cust_3243219e,2024-01-09 19:53:39,paid,last_touch,direct,1,1,1,1.0,264.77,264.77
ord_b7215cb1,cust_3243219e,2024-01-09 19:53:39,paid,first_touch,organic,1,1,1,1.0,264.77,264.77
ord_b7215cb1,cust_3243219e,2024-01-09 19:53:39,paid,linear,organic,1,1,1,1.0,264.77,264.77
ord_b7215cb1,cust_3243219e,2024-01-09 19:53:39,paid,time_decay,organic,1,1,1,1.0,264.77,264.77
ord_d3a2f0ae,cust_0396257d,2024-01-09 12:07:19,paid,last_touch,google,1,1,1,1.0,130.82,130.82
ord_d3a2f0ae,cust_0396257d,2024-01-09 12:07:19,paid,first_touch,google,1,1,1,1.0,130.82,130.82
ord_d3a2f0ae,cust_0396257d,2024-01-09 12:07:19,paid,linear,google,1,1,1,1.0,130.82,130.82
ord_d3a2f0ae,cust_0396257d,2024-01-09 12:07:19,paid,time_decay,google,1,1,1,1.0,130.82,130.82
ord_20c0e557,cust_dad22ca1,2024-01-10 18:51:03,paid,last_touch,google,1,1,1,1.0,170.18,170.18
ord_20c0e557,cust_dad22ca1,2024-01-10 18:51:03,paid,first_touch,google,1,1,1,1.0,170.18,170.18
ord_20c0e557,cust_dad22ca1,2024-01-10 18:51:03,paid,linear,google,1,1,1,1.0,170.18,170.18
ord_20c0e557,cust_dad22ca1,2024-01-10 18:51:03,paid,time_decay,google,1,1,1,1.0,170.18,170.18
ord_6db0a152,cust_e0aa1729,2024-01-10 19:52:50,paid,last_touch,meta,1,1,1,1.0,255.23,255.23
ord_6db0a152,cust_e0aa1729,2024-01-10 19:52:50,paid,first_touch,meta,1,1,1,1.0,255.23,255.23
ord_6db0a152,cust_e0aa1729,2024-01-10 19:52:50,paid,linear,meta,1,1,1,1.0,255.23,255.23
ord_6db0a152,cust_e0aa1729,2024-01-10 19:52:50,paid,time_decay,meta,1,1,1,1.0,255.23,255.23
ord_fa2ba599,cust_1afc288f,2024-01-10 20:51:30,paid,last_touch,meta,1,1,1,1.0,56.67,56.67
ord_fa2ba599,cust_1afc288f,2024-01-10 20:51:30,paid,first_touch,meta,1,1,1,1.0,56.67,56.67
ord_fa2ba599,cust_1afc288f,2024-01-10 20:51:30,paid,linear,meta,1,1,1,1.0,56.67,56.67
ord_fa2ba599,cust_1afc288f,2024-01-10 20:51:30,paid,time_decay,meta,1,1,1,1.0,56.67,56.67
ord_5a9dd64f,cust_516d5fbd,2024-01-11 20:21:48,paid,last_touch,email,1,1,1,1.0,78.08,78.08
ord_5a9dd64f,cust_516d5fbd,2024-01-11 20:21:48,paid,first_touch,email,1,1,1,1.0,78.08,78.08
ord_5a9dd64f,cust_516d5fbd,2024-01-11 20:21:48,paid,linear,email,1,1,1,1.0,78.08,78.08
ord_5a9dd64f,cust_516d5fbd,2024-01-11 20:21:48,paid,time_decay,email,1,1,1,1.0,78.08,78.08
ord_bf7fe8ad,cust_66f42c6f,2024-01-11 23:44:40,paid,last_touch,direct,1,1,1,1.0,64.63,64.63
ord_bf7fe8ad,cust_66f42c6f,2024-01-11 23:44:40,paid,first_touch,meta,1,1,1,1.0,64.63,64.63
ord_bf7fe8ad,cust_66f42c6f,2024-01-11 23:44:40,paid,linear,meta,1,1,1,1.0,64.63,64.63
ord_bf7fe8ad,cust_66f42c6f,2024-01-11 23:44:40,paid,time_decay,meta,1,1,1,1.0,64.63,64.63
ord_16449ef4,cust_66161b1b,2024-01-11 20:40:39,refunded,last_touch,email,1,1,1,1.0,174.63,174.63
ord_16449ef4,cust_66161b1b,2024-01-11 20:40:39,refunded,first_touch,email,1,1,1,1.0,174.63,174.63
ord_16449ef4,cust_66161b1b,2024-01-11 20:40:39,refunded,linear,email,1,1,1,1.0,174.63,174.63
ord_16449ef4,cust_66161b1b,2024-01-11 20:40:39,refunded,time_decay,email,1,1,1,1.0,174.63,174.63
ord_3bc29412,cust_4812ce8b,2024-01-11 11:31:21,paid,last_touch,direct,1,1,1,1.0,32.48,32.48
ord_3bc29412,cust_4812ce8b,2024-01-11 11:31:21,paid,first_touch,organic,1,1,1,1.0,32.48,32.48
ord_3bc29412,cust_4812ce8b,2024-01-11 11:31:21,paid,linear,organic,1,1,1,1.0,32.48,32.48
ord_3bc29412,cust_4812ce8b,2024-01-11 11:31:21,paid,time_decay,organic,1,1,1,1.0,32.48,32.48
ord_fba987f0,cust_57830286,2024-01-11 09:50:36,paid,last_touch,organic,1,1,1,1.0,141.71,141.71
ord_fba987f0,cust_57830286,2024-01-11 09:50:36,paid,first_touch,organic,1,1,1,1.0,141.71,141.71
ord_fba987f0,cust_57830286,2024-01-11 09:50:36,paid,linear,organic,1,1,1,1.0,141.71,141.71
ord_fba987f0,cust_57830286,2024-01-11 09:50:36,paid,time_decay,organic,1,1,1,1.0,141.71,141.71
ord_24b1424a,cust_a6bc134b,2024-01-12 08:15:09,paid,last_touch,meta,1,1,1,1.0,31.14,31.14
ord_24b1424a,cust_a6bc134b,2024-01-12 08:15:09,paid,first_touch,meta,1,1,1,1.0,31.14,31.14
ord_24b1424a,cust_a6bc134b,2024-01-12 08:15:09,paid,linear,meta,1,1,1,1.0,31.14,31.14
ord_24b1424a,cust_a6bc134b,2024-01-12 08:15:09,paid,time_decay,meta,1,1,1,1.0,31.14,31.14
ord_6042bfe6,cust_8b639e78,2024-01-12 19:04:03,paid,last_touch,meta,1,1,1,1.0,160.03,160.03
ord_6042bfe6,cust_8b639e78,2024-01-12 19:04:03,paid,first_touch,meta,1,1,1,1.0,160.03,160.03
ord_6042bfe6,cust_8b639e78,2024-01-12 19:04:03,paid,linear,meta,1,1,1,1.0,160.03,160.03
ord_6042bfe6,cust_8b639e78,2024-01-12 19:04:03,paid,time_decay,meta,1,1,1,1.0,160.03,160.03
ord_479e147a,cust_68ddac33,2024-01-12 07:08:29,refunded,last_touch,direct,1,1,1,1.0,116.66,116.66
ord_479e147a,cust_68ddac33,2024-01-12 07:08:29,refunded,first_touch,direct,1,1,1,1.0,116.66,116.66
ord_479e147a,cust_68ddac33,2024-01-12 07:08:29,refunded,linear,direct,1,1,1,1.0,116.66,116.66
ord_479e147a,cust_68ddac33,2024-01-12 07:08:29,refunded,time_decay,direct,1,1,1,1.0,116.66,116.66
ord_bff33dc7,cust_3aafdea2,2024-01-12 20:40:45,paid,last_touch,google,1,1,1,1.0,26.9,26.9
ord_bff33dc7,cust_3aafdea2,2024-01-12 20:40:45,paid,first_touch,google,1,1,1,1.0,26.9,26.9
ord_bff33dc7,cust_3aafdea2,2024-01-12 20:40:45,paid,linear,google,1,1,1,1.0,26.9,26.9
ord_bff33dc7,cust_3aafdea2,2024-01-12 20:40:45,paid,time_decay,google,1,1,1,1.0,26.9,26.9
ord_27ed5101,cust_d630a513,2024-01-12 16:39:09,chargeback,last_touch,tiktok,1,1,1,1.0,74.4,74.4
ord_27ed5101,cust_d630a513,2024-01-12 16:39:09,chargeback,first_touch,tiktok,1,1,1,1.0,74.4,74.4
ord_27ed5101,cust_d630a513,2024-01-12 16:39:09,chargeback,linear,tiktok,1,1,1,1.0,74.4,74.4
ord_27ed5101,cust_d630a513,2024-01-12 16:39:09,chargeback,time_decay,tiktok,1,1,1,1.0,74.4,74.4
ord_3b8e6f5d,cust_c99f2bbe,2024-01-13 17:16:28,paid,last_touch,organic,1,1,1,1.0,124.73,124.73
ord_3b8e6f5d,cust_c99f2bbe,2024-01-13 17:16:28,paid,first_touch,organic,1,1,1,1.0,124.73,124.73
ord_3b8e6f5d,cust_c99f2bbe,2024-01-13 17:16:28,paid,linear,organic,1,1,1,1.0,124.73,124.73
ord_3b8e6f5d,cust_c99f2bbe,2024-01-13 17:16:28,paid,time_decay,organic,1,1,1,1.0,124.73,124.73
ord_ab9501bf,cust_b6adf685,2024-01-13 12:44:43,paid,last_touch,email,1,1,1,1.0,78.25,78.25
ord_ab9501bf,cust_b6adf685,2024-01-13 12:44:43,paid,first_touch,email,1,1,1,1.0,78.25,78.25
ord_ab9501bf,cust_b6adf685,2024-01-13 12:44:43,paid,linear,email,1,1,1,1.0,78.25,78.25
ord_ab9501bf,cust_b6adf685,2024-01-13 12:44:43,paid,time_decay,email,1,1,1,1.0,78.25,78.25
ord_df83527d,cust_3f498256,2024-01-13 21:48:30,paid,last_touch,direct,1,1,1,1.0,31.71,31.71
ord_df83527d,cust_3f498256,2024-01-13 21:48:30,paid,first_touch,direct,1,1,1,1.0,31.71,31.71
ord_df83527d,cust_3f498256,2024-01-13 21:48:30,paid,linear,direct,1,1,1,1.0,31.71,31.71
ord_df83527d,cust_3f498256,2024-01-13 21:48:30,paid,time_decay,direct,1,1,1,1.0,31.71,31.71
ord_08b81a67,cust_ebf88823,2024-01-13 11:29:09,paid,last_touch,meta,1,1,1,1.0,75.76,75.76
ord_08b81a67,cust_ebf88823,2024-01-13 11:29:09,paid,first_touch,meta,1,1,1,1.0,75.76,75.76
ord_08b81a67,cust_ebf88823,2024-01-13 11:29:09,paid,linear,meta,1,1,1,1.0,75.76,75.76
ord_08b81a67,cust_ebf88823,2024-01-13 11:29:09,paid,time_decay,meta,1,1,1,1.0,75.76,75.76
ord_fdcb2cec,cust_98f6d62c,2024-01-13 20:49:25,paid,last_touch,organic,1,1,1,1.0,109.64,109.64
ord_fdcb2cec,cust_98f6d62c,2024-01-13 20:49:25,paid,first_touch,organic,1,1,1,1.0,109.64,109.64
ord_fdcb2cec,cust_98f6d62c,2024-01-13 20:49:25,paid,linear,organic,1,1,1,1.0,109.64,109.64
ord_fdcb2cec,cust_98f6d62c,2024-01-13 20:49:25,paid,time_decay,organic,1,1,1,1.0,109.64,109.64
ord_eb20dd19,cust_a96f32eb,2024-01-13 17:13:15,paid,last_touch,google,1,1,1,1.0,79.68,79.68
ord_eb20dd19,cust_a96f32eb,2024-01-13 17:13:15,paid,first_touch,google,1,1,1,1.0,79.68,79.68
ord_eb20dd19,cust_a96f32eb,2024-01-13 17:13:15,paid,linear,google,1,1,1,1.0,79.68,79.68
ord_eb20dd19,cust_a96f32eb,2024-01-13 17:13:15,paid,time_decay,google,1,1,1,1.0,79.68,79.68
ord_ee9f27e1,cust_cb296447,2024-01-13 03:41:29,paid,last_touch,organic,1,1,1,1.0,236.14,236.14
ord_ee9f27e1,cust_cb296447,2024-01-13 03:41:29,paid,first_touch,organic,1,1,1,1.0,236.14,236.14
ord_ee9f27e1,cust_cb296447,2024-01-13 03:41:29,paid,linear,organic,1,1,1,1.0,236.14,236.14
ord_ee9f27e1,cust_cb296447,2024-01-13 03:41:29,paid,time_decay,organic,1,1,1,1.0,236.14,236.14
ord_42b2fe09,cust_c1116daa,2024-01-14 14:04:51,refunded,last_touch,direct,1,1,1,1.0,37.12,37.12
ord_42b2fe09,cust_c1116daa,2024-01-14 14:04:51,refunded,first_touch,organic,1,1,1,1.0,37.12,37.12
ord_42b2fe09,cust_c1116daa,2024-01-14 14:04:51,refunded,linear,organic,1,1,1,1.0,37.12,37.12
ord_42b2fe09,cust_c1116daa,2024-01-14 14:04:51,refunded,time_decay,organic,1,1,1,1.0,37.12,37.12
ord_becc9632,cust_3bae3f15,2024-01-14 09:05:47,paid,last_touch,tiktok,1,1,1,1.0,40.71,40.71
